timestamp,pulp_flow_m3h,consistency_pct,steam_pressure_bar,machine_speed_mpm,basis_weight_gsm,basis_weight_dev,is_basis_weight_off_spec,active_grade_id,pulp_flow_m3h_roll_mean_3,pulp_flow_m3h_roll_std_3,pulp_flow_m3h_roll_mean_5,pulp_flow_m3h_roll_std_5,consistency_pct_roll_mean_3,consistency_pct_roll_std_3,consistency_pct_roll_mean_5,consistency_pct_roll_std_5,steam_pressure_bar_roll_mean_3,steam_pressure_bar_roll_std_3,steam_pressure_bar_roll_mean_5,steam_pressure_bar_roll_std_5,machine_speed_mpm_roll_mean_3,machine_speed_mpm_roll_std_3,machine_speed_mpm_roll_mean_5,machine_speed_mpm_roll_std_5,pulp_flow_m3h_diff_1m,consistency_pct_diff_1m,steam_pressure_bar_diff_1m,machine_speed_mpm_diff_1m,pulp_flow_m3h_lag_1,pulp_flow_m3h_lag_2,consistency_pct_lag_1,consistency_pct_lag_2,steam_pressure_bar_lag_1,steam_pressure_bar_lag_2,machine_speed_mpm_lag_1,machine_speed_mpm_lag_2
2026-07-26 12:02:20,-0.12801,-0.739564,-0.103019,0.28022,79.4207366930133,-0.5792633069867037,0.0,0,-0.203678,-0.204254,-0.246336,-0.263541,-0.207252,-0.543871,0.126653,-1.006672,1.527668,1.048106,0.907755,0.690468,0.464407,-0.250374,0.495798,-0.309862,-0.00882,-0.688416,-1.810715,-0.02458,-0.115442,-0.103655,0.188667,0.173091,2.45701,0.220159,0.314009,0.252085
2026-07-26 12:02:30,-0.12801,-2.327611,-0.461349,0.310843,79.84430827755797,-0.1556917224420289,0.0,0,-0.217897,-0.209209,-0.257681,-0.261199,-1.568582,0.869883,-0.983468,0.552431,1.124501,1.461062,0.97521,0.61279,0.496614,-0.26353,0.53577,-0.31438,-2.1e-05,-1.178387,-0.254288,0.022287,-0.127979,-0.115352,-0.738379,0.191095,-0.101126,2.458099,0.280203,0.313955
2026-07-26 12:02:40,-0.111467,0.478154,0.614327,0.231854,80.4732225483121,0.4732225483120942,0.0,0,-0.215546,-0.206861,-0.271242,-0.270108,-1.412073,1.127868,-0.927021,0.615637,0.030676,-0.719423,1.283258,0.537701,0.451522,-0.240925,0.539084,-0.317502,0.011589,2.081397,0.759686,-0.057448,-0.127979,-0.127888,-2.325537,-0.734313,-0.459207,-0.101867,0.310827,0.28015
2026-07-26 12:02:50,-0.113691,0.606395,1.061314,0.299499,80.22153893571834,0.2215389357183426,0.0,0,-0.207144,-0.207443,-0.275828,-0.272739,-0.676778,1.605999,-0.742628,0.784189,0.721334,-0.228665,1.678999,0.542879,0.462098,-0.237844,0.557457,-0.320036,-0.001582,0.094736,0.315185,0.049217,-0.111436,-0.127888,0.479044,-2.318668,0.615038,-0.460205,0.231839,0.310773
2026-07-26 12:03:00,-0.180853,-4.602056,-3.586874,-0.456334,,,,3,-0.23815,-0.176524,-0.306068,-0.252004,-1.917035,4.106727,-2.740846,3.034353,-1.132895,3.48993,-1.165385,2.401973,0.041112,0.163371,0.258453,0.009445,-0.047159,-3.86386,-3.286754,-0.549795,-0.11366,-0.111346,0.607099,0.48096,1.061923,0.614809,0.299484,0.231786
2026-07-26 12:03:00,-0.095403,0.194273,-2.232213,0.345408,79.77916923911347,-0.2208307608865283,0.0,0,-0.228724,-0.170879,-0.290987,-0.247201,-2.073543,3.965696,-2.353244,3.266111,-2.822115,3.126848,-2.165979,2.751524,0.103426,0.197555,0.283752,0.018773,0.059952,3.558005,0.956266,0.583212,-0.180822,-0.11357,-4.599864,0.608789,-3.582635,1.062014,-0.456347,0.29943
2026-07-26 12:03:10,-0.092803,-0.225883,-0.199537,0.292333,79.41118320236325,-0.5888167976367527,0.0,0,-0.216469,-0.165694,-0.274702,-0.244045,-2.525351,3.508204,-1.476437,3.072277,-3.570611,1.696466,-2.044559,2.80331,0.099492,0.195559,0.276569,0.016391,0.001803,-0.312235,1.435894,-0.038596,-0.095372,-0.180731,0.194077,-4.588978,-2.228608,-3.585868,0.345391,-0.456392
2026-07-26 12:03:20,-0.091918,0.300541,1.224353,0.225591,80.79475937886552,0.7947593788655212,0.0,0,-0.164286,-0.214718,-0.26566,-0.241972,0.147107,-1.025442,-1.547936,3.017498,-0.716119,1.764295,-1.756748,3.152861,0.473699,-0.219327,0.274136,0.015944,0.0006,0.390593,1.00558,-0.048538,-0.092772,-0.095282,-0.226159,0.196496,-0.197569,-2.230872,0.292317,0.345337
2026-07-26 12:03:30,-0.125763,-1.228709,-0.832436,0.318535,79.29702493523162,-0.7029750647683812,0.0,0,-0.1821,-0.196974,-0.271244,-0.241678,-0.62953,-0.072619,-2.315613,2.705677,0.114031,0.335907,-2.647163,2.471884,0.458951,-0.232273,0.281529,0.018531,-0.023776,-1.13421,-1.45471,0.06762,-0.091887,-0.092682,0.300489,-0.222998,1.224254,-0.19838,0.225575,0.292264
2026-07-26 12:03:40,-0.112475,-0.94505,0.817754,0.289999,79.525046308095,-0.4749536919050001,0.0,0,-0.193642,-0.199246,-0.239617,-0.265661,-1.019325,-0.003824,-0.791548,-0.47152,0.717932,0.411716,-0.574023,1.179839,0.45767,-0.232604,0.571207,-0.307993,0.009305,0.209866,1.165681,-0.020747,-0.125733,-0.091797,-1.227151,0.30272,-0.830658,1.224461,0.318519,0.225523
2026-07-26 12:03:50,-0.109863,1.174322,2.528151,0.254105,79.52435324570243,-0.4756467542975713,0.0,0,-0.204172,-0.207901,-0.246305,-0.266294,-0.543893,0.948999,-0.381368,0.198472,1.491945,1.644597,1.665508,0.977876,0.473319,-0.24898,0.53577,-0.317066,0.001812,1.572683,1.208239,-0.026099,-0.112444,-0.125642,-0.943988,-1.222222,0.818428,-0.831921,0.289983,0.318466
2026-07-26 12:04:00,-0.108558,1.441925,-0.862552,0.242267,80.18681767506935,0.1868176750693493,0.0,0,-0.194076,-0.214532,-0.253592,-0.26859,0.911932,0.938679,0.314809,0.758906,1.474933,1.676517,1.352963,1.361088,0.431465,-0.256917,0.516339,-0.315641,0.000894,0.197817,-2.397753,-0.0086,-0.109832,-0.112354,1.173426,-0.939559,2.527671,0.818345,0.254088,0.28993
2026-07-26 12:04:00,-0.257154,-4.602056,-3.586874,-1.17683,,,,3,-0.278967,-0.129842,-0.33002,-0.214763,-1.081338,4.952916,-1.728566,3.607428,-1.1397,4.533291,-0.911302,3.598215,-0.373454,0.595586,-0.027995,0.363666,-0.104314,-4.483688,-1.926907,-1.032263,-0.108527,-0.109742,1.442161,1.174116,-0.860259,2.528811,0.24225,0.254035
2026-07-26 12:04:10,-0.107355,-0.803677,-1.822799,0.230898,81.01892616146542,1.0189261614654157,0.0,0,-0.277495,-0.129107,-0.321505,-0.21299,-2.162133,4.268398,-1.551699,3.582145,-3.72031,1.022172,-1.376747,3.844195,-0.386189,0.588427,-0.06201,0.352459,0.105115,2.817693,1.246069,1.024015,-0.257123,-0.108437,-4.599864,1.442376,-3.582635,-0.861544,-1.17684,0.242197
2026-07-26 12:04:20,-0.111165,2.799019,-0.059283,0.26002,79.92174231459084,-0.0782576854091559,0.0,0,-0.279025,-0.129852,-0.3209,-0.212851,-1.420932,5.499843,0.009997,4.656662,-3.243994,1.820153,-1.790475,3.572322,-0.376447,0.59402,-0.073649,0.348426,-0.002696,2.673111,1.245394,0.021195,-0.107324,-0.257031,-0.803308,-4.588978,-1.819918,-3.585868,0.230881,-1.176876
2026-07-26 12:04:30,-0.121153,-0.957447,-1.052684,0.259951,80.74555717278699,0.7455571727869881,0.0,0,-0.199227,-0.209323,-0.326122,-0.213935,0.566432,2.496905,-0.881863,4.513393,-1.740198,-0.017199,-3.474621,1.068501,0.411985,-0.265531,-0.071379,0.349176,-0.007031,-2.787529,-0.702842,-3.9e-05,-0.111135,-0.107234,2.798461,-0.799127,-0.058156,-1.821889,0.260003,0.230828
2026-07-26 12:04:40,-0.104964,0.399155,0.970104,0.273752,79.7749359519909,-0.2250640480091021,0.0,0,-0.197824,-0.208265,-0.32446,-0.213453,1.224949,2.070371,-1.314622,4.193145,-0.083299,0.248129,-2.611187,2.155993,0.435502,-0.274982,-0.059158,0.353156,0.011341,1.006404,1.429138,0.010051,-0.121122,-0.111044,-0.956613,2.79628,-1.050281,-0.058867,0.259936,0.25995
2026-07-26 12:04:50,-0.099945,0.692386,-0.503016,0.24045,80.03019398387421,0.0301939838742129,0.0,0,-0.19124,-0.205306,-0.251745,-0.272833,0.073282,0.123449,0.89433,1.462609,-0.346974,0.319948,-1.160888,0.29431,0.424764,-0.265598,0.490942,-0.338394,0.003501,0.217898,-1.041959,-0.024213,-0.104933,-0.121032,0.399687,-0.952162,0.970255,-1.051702,0.273736,0.259883
2026-07-26 12:05:00,-0.284312,-4.602056,-3.586874,-2.137491,,,,1,-0.286974,-0.109936,-0.333594,-0.199974,-1.914082,4.117047,-0.689944,4.3322,-1.850771,2.991191,-1.990594,2.06019,-0.890828,1.193768,-0.428322,0.830399,-0.129419,-3.928119,-2.180907,-1.729744,-0.099915,-0.104843,0.691868,0.401742,-0.501222,0.97028,0.240434,0.273683
2026-07-26 12:05:00,-0.071958,-1.590455,0.214925,0.214245,79.03219709020654,-0.9678029097934626,0.0,0,-0.267608,-0.099429,-0.315459,-0.19393,-2.99783,3.508204,-2.522585,2.878443,-2.298167,2.354801,-1.862428,2.158582,-0.923486,1.175372,-0.44609,0.824913,0.14902,2.234011,2.686304,1.710703,-0.284281,-0.099825,-4.599864,0.693408,-3.582635,-0.50225,-2.137498,0.240382
2026-07-26 12:05:10,-0.100495,0.056228,1.397295,0.300019,79.7394421135434,-0.2605578864565956,0.0,0,-0.26793,-0.099555,-0.305904,-0.192458,-3.346283,2.947518,-2.101115,3.059635,-1.17032,3.573718,-0.708935,2.800721,-0.890796,1.194389,-0.430536,0.830165,-0.02005,1.221938,0.83467,0.062405,-0.071927,-0.284189,-1.589673,-4.588978,0.215896,-3.585868,0.214228,-2.137522
2026-07-26 12:05:20,-0.103229,1.730513,1.109721,0.345786,79.45642305653872,-0.5435769434612752,0.0,0,-0.16168,-0.198975,-0.305102,-0.192312,0.108718,1.609439,-1.544173,3.708559,1.616127,-0.575786,-0.643728,2.862863,0.471896,-0.212127,-0.402576,0.839895,-0.001941,1.242019,-0.204299,0.033304,-0.100464,-0.071837,0.057004,-1.584104,1.397088,0.215381,0.300002,0.214175
2026-07-26 12:05:30,-0.095026,0.348422,-1.865938,0.288673,79.9552718707251,-0.0447281292749011,0.0,0,-0.175215,-0.212317,-0.302826,-0.191813,1.165889,0.150967,-1.687171,3.599001,0.381108,1.909926,-1.284557,3.209825,0.512738,-0.251169,-0.383858,0.845661,0.005736,-1.025773,-2.104572,-0.041534,-0.103198,-0.100374,1.730736,0.059665,1.110623,1.397419,0.345768,0.299949
2026-07-26 12:05:40,-0.108288,-1.237695,1.401346,0.325373,79.55306402801658,-0.4469359719834216,0.0,0,-0.179788,-0.209763,-0.221408,-0.26644,0.460124,1.275779,-0.283527,1.045444,0.38281,1.911921,1.062903,1.197964,0.526651,-0.252555,0.572073,-0.301719,-0.009329,-1.177049,2.308682,0.026707,-0.094995,-0.103108,0.349186,1.730441,-1.862888,1.110748,0.288657,0.345714
2026-07-26 12:05:50,-0.082767,-0.820395,-1.133804,0.267844,79.09112386611457,-0.9088761338854284,0.0,0,-0.167782,-0.2036,-0.226408,-0.270986,-0.930735,0.013375,0.036338,0.628279,-0.947472,1.716416,0.42657,1.679568,0.483883,-0.252355,0.592875,-0.323452,0.017891,0.308931,-1.793151,-0.041837,-0.108257,-0.094905,-1.236169,0.351331,1.401862,-1.86489,0.325356,0.288604
2026-07-26 12:06:00,-0.283019,-4.602056,-3.586874,-2.132688,,,,1,-0.278086,-0.105904,-0.310832,-0.194885,-3.632723,2.397151,-1.905433,3.451518,-1.968149,3.344298,-1.918641,3.116611,-0.844835,1.215381,-0.351353,0.852395,-0.140568,-2.806271,-1.735056,-1.746176,-0.082736,-0.108167,-0.81954,-1.231224,-1.131446,1.402196,0.267828,0.325303
2026-07-26 12:06:00,-0.283019,-0.740206,-0.100785,0.275597,80.50679245469213,0.5067924546921319,0.0,0,-0.380609,-0.099185,-0.393992,-0.174711,-3.361048,2.651696,-2.936528,2.322222,-2.859539,1.876012,-2.487518,2.52108,-0.872151,1.199721,-0.378596,0.843475,-2.1e-05,2.864548,2.463379,1.751838,-0.282988,-0.082646,-4.599864,-0.815331,-3.582635,-1.132925,-2.132695,0.267775
2026-07-26 12:06:10,-0.10555,-0.700711,-0.730015,0.209554,79.884002275532,-0.1159977244680021,0.0,0,-0.393977,-0.112539,-0.39886,-0.176598,-3.296082,2.717052,-3.37305,1.858705,-2.621382,2.015659,-1.952369,2.373491,-0.904136,1.182162,-0.409301,0.834291,0.124536,0.029138,-0.445464,-0.04803,-0.282988,-0.282896,-0.740182,-4.588978,-0.099216,-3.585868,0.27558,-2.132719
2026-07-26 12:06:20,-0.09001,0.967486,0.985882,0.211946,80.87943452186006,0.8794345218600625,0.0,0,-0.280729,-0.107699,-0.390405,-0.173325,-0.257453,0.302318,-2.454848,2.73096,0.091917,-0.051114,-2.147991,2.042065,0.382479,-0.243453,-0.453328,0.819855,0.010885,1.236664,1.211617,0.001751,-0.105519,-0.282896,-0.700503,-0.736113,-0.728485,-0.099956,0.209537,0.275527
2026-07-26 12:06:30,-0.094762,-0.664653,-0.003676,0.306942,80.46463350867813,0.4646335086781334,0.0,0,-0.17027,-0.208474,-0.395954,-0.175756,-0.216111,0.26104,-2.390875,2.752029,0.149755,-0.065078,-1.617339,2.145636,0.399677,-0.224123,-0.438152,0.825118,-0.003356,-1.210517,-0.70014,0.069112,-0.08998,-0.105429,0.967817,-0.696504,0.986488,-0.729675,0.211929,0.209485
2026-07-26 12:06:40,-0.097118,1.23594,0.299383,0.246614,79.74064517041111,-0.2593548295888865,0.0,0,-0.165323,-0.212881,-0.309967,-0.195049,0.84106,0.405512,0.043865,0.253252,0.76046,-0.803211,0.21296,-0.857914,0.420015,-0.232114,0.485344,-0.311039,-0.001675,1.409359,0.21318,-0.043872,-0.094731,-0.089889,-0.664431,0.96887,-0.002773,0.986524,0.306926,0.211877
2026-07-26 12:06:50,-0.091005,-0.870248,1.136341,0.217174,80.6797479713516,0.6797479713516026,0.0,0,-0.165907,-0.213427,-0.221154,-0.274633,-0.162957,0.660056,-0.008819,0.316458,0.85062,-0.62965,0.795328,-0.490238,0.422882,-0.234582,0.462669,-0.311859,0.004269,-1.5626,0.590803,-0.021404,-0.097088,-0.094641,1.236552,-0.660496,0.300881,-0.003444,0.246597,0.306873
2026-07-26 12:07:00,-0.11303,0.440616,2.453094,0.361348,79.35295791207409,-0.6470420879259109,0.0,0,-0.176626,-0.205015,-0.224614,-0.271441,0.442406,0.470868,0.469097,0.156334,2.308486,0.403736,2.292846,0.027615,0.45274,-0.202086,0.521587,-0.286391,-0.01548,0.971598,0.92992,0.104886,-0.090974,-0.096998,-0.870041,1.23713,1.136404,0.300427,0.217158,0.246544
2026-07-26 12:07:10,-0.117607,0.390882,-0.986935,0.300825,81.0900244647538,1.090024464753796,0.0,0,-0.188648,-0.202118,-0.237378,-0.268842,-0.021214,-0.137976,0.228258,-0.0375,1.54468,1.760305,1.364205,0.954573,0.482488,-0.206125,0.556087,-0.29512,-0.003234,-0.037798,-2.432881,-0.044013,-0.112999,-0.090884,0.441169,-0.865742,2.452235,1.136549,0.361331,0.217105
2026-07-26 12:07:20,-0.126959,-0.148474,-0.378177,0.338796,80.48530549738315,0.4853054973831519,0.0,0,-0.209744,-0.20935,-0.252271,-0.265769,0.374487,-0.932567,0.442756,-0.243976,0.646484,1.969775,1.186572,1.094393,0.549226,-0.250794,0.568447,-0.290121,-0.006585,-0.400591,0.42935,0.027631,-0.117577,-0.112909,0.390669,0.443152,-0.984394,2.453321,0.300809,0.361277
2026-07-26 12:07:30,-0.11127,0.062918,-1.022539,0.31142,78.54490192615721,-1.455098073842791,0.0,0,-0.20871,-0.208545,-0.258817,-0.267425,0.167778,-1.035761,-0.04645,-0.825479,-1.415282,-1.106444,0.565979,1.552694,0.521827,-0.262542,0.593602,-0.296459,0.01099,0.156317,-0.456273,-0.019903,-0.126928,-0.117486,-0.148605,0.39274,-0.376133,-0.985768,0.338779,0.300756
2026-07-26 12:07:40,-0.089178,2.072353,-1.084353,0.273162,78.7685938800953,-1.2314061199047046,0.0,0,-0.19203,-0.197288,-0.257972,-0.266672,1.086158,0.780449,1.180328,-0.016431,-1.473121,-1.046596,-0.479585,1.544926,0.506649,-0.248251,0.615331,-0.319568,0.015484,1.491021,-0.044873,-0.027819,-0.111239,-0.126838,0.062415,-0.145581,-1.02068,-0.377071,0.311403,0.338726
2026-07-26 12:07:50,-0.115231,-0.050906,1.357852,0.346987,79.42841708105264,-0.5715829189473567,0.0,0,-0.185148,-0.202305,-0.25899,-0.266579,1.139312,0.721972,0.973356,0.0847,-0.443938,1.044116,-0.994498,0.252881,0.511144,-0.244028,0.609761,-0.324362,-0.018307,-1.575987,1.725022,0.053712,-0.089147,-0.111149,2.071614,0.065067,-1.081792,-1.022079,0.273145,0.31135
2026-07-26 12:08:00,-0.133169,-0.936774,-1.552107,0.246576,80.43159931937734,0.4315993193773408,0.0,0,-0.197997,-0.194101,-0.266187,-0.263533,0.593009,1.392732,0.420177,0.548217,-0.758647,1.399218,-1.259823,0.532522,0.475561,-0.22789,0.588703,-0.309838,-0.012611,-0.657625,-2.05796,-0.073029,-0.1152,-0.089057,-0.051211,2.070717,1.357938,-1.083235,0.346969,0.273092
2026-07-26 12:08:10,-0.111444,-0.568858,-0.151212,0.297381,80.38640317234528,0.3864031723452825,0.0,0,-0.211062,-0.204776,-0.259011,-0.264902,-0.848051,-0.705541,0.247073,0.657775,-0.204079,1.175783,-1.154143,0.566183,0.488849,-0.229833,0.572628,-0.315178,0.015226,0.272786,0.989367,0.036967,-0.133138,-0.11511,-0.936773,-0.048359,-1.549686,1.35824,0.246561,0.346915
2026-07-26 12:08:20,-0.082062,0.943271,-0.19707,0.314897,80.2215586758628,0.2215586758627949,0.0,0,-0.1916,-0.190519,-0.245501,-0.259735,-0.304701,0.343595,0.612096,0.788403,-1.127792,-0.200735,-0.765148,0.465201,0.471239,-0.24556,0.57398,-0.314734,0.020601,1.121534,-0.033389,0.012752,-0.111413,-0.133048,-0.568841,-0.932357,-0.149825,-1.551464,0.297365,0.246508
2026-07-26 12:08:30,-0.114428,1.451244,-0.3812,0.328257,79.9182658494626,-0.0817341505374003,0.0,0,-0.180604,-0.198398,-0.25718,-0.262044,0.997569,0.446789,0.352441,0.286962,-0.432031,-1.609173,-0.434615,0.255471,0.516063,-0.266932,0.595364,-0.314973,-0.022738,0.377206,-0.131342,0.00973,-0.082031,-0.111323,0.942567,-0.565075,-0.195659,-0.150601,0.314881,0.297312
2026-07-26 12:08:40,-0.119497,-1.763076,-0.795154,0.298168,79.45173817106172,-0.5482618289382799,0.0,0,-0.185329,-0.19594,-0.259154,-0.261709,0.344957,1.740151,-0.358789,1.058085,-0.814784,-1.222152,-1.4487,-0.974431,0.516494,-0.267368,0.576413,-0.323037,-0.003579,-2.384574,-0.293469,-0.021877,-0.114398,-0.081941,1.451179,0.943664,-0.379952,-0.196469,0.328241,0.314827
